customer_id,branch_group,y1_revenue,y2_revenue,change_value,change_pct,y1_orders,y2_orders
14000,UK North,1410.68,635.66,-775.02,-54.9,4.0,1.0
12349,Rest of Europe,2221.14,1457.55,-763.59,-34.4,2.0,1.0
13649,UK South,1107.08,346.6,-760.48,-68.7,4.0,2.0
15795,UK South,1369.86,610.01,-759.85,-55.5,7.0,1.0
14152,UK North,1376.05,621.29,-754.76,-54.8,5.0,2.0
17921,UK South,1574.13,820.23,-753.9,-47.9,6.0,4.0
16045,UK South,2094.23,1340.7,-753.53,-36.0,4.0,4.0
13946,UK North,1314.66,561.57,-753.09,-57.3,3.0,3.0
16503,UK South,2182.41,1431.93,-750.48,-34.4,7.0,4.0
15774,UK North,1016.29,270.8,-745.49,-73.4,5.0,1.0
16233,UK South,1281.63,536.68,-744.95,-58.1,6.0,3.0
15384,UK North,1385.38,642.41,-742.97,-53.6,2.0,2.0
16768,UK North,1220.48,478.09,-742.39,-60.8,6.0,3.0
16788,UK North,1334.54,592.74,-741.8,-55.6,3.0,2.0
14480,UK North,1020.47,279.05,-741.42,-72.7,3.0,1.0
18036,UK North,1142.37,403.12,-739.25,-64.7,8.0,3.0
14905,UK South,1355.24,616.15,-739.09,-54.5,6.0,2.0
13192,UK North,1646.64,911.94,-734.7,-44.6,4.0,2.0
16232,UK North,1722.09,990.88,-731.21,-42.5,3.0,4.0
15652,UK North,1068.2,337.74,-730.46,-68.4,4.0,1.0
14847,UK South,1039.55,309.4,-730.15,-70.2,2.0,1.0
15452,UK North,1256.63,528.48,-728.15,-57.9,3.0,3.0
14651,UK South,1371.77,653.75,-718.02,-52.3,7.0,2.0
17063,UK South,2177.39,1461.14,-716.25,-32.9,6.0,7.0
14301,UK South,1352.04,640.14,-711.9,-52.7,3.0,1.0
13276,UK North,1300.98,590.93,-710.05,-54.6,3.0,2.0
17029,UK South,1421.3,716.0,-705.3,-49.6,5.0,2.0
15073,UK South,1744.61,1043.41,-701.2,-40.2,5.0,3.0
14710,UK North,1300.31,599.48,-700.83,-53.9,9.0,4.0
13719,UK South,1740.42,1041.68,-698.74,-40.1,6.0,5.0
14669,UK South,1957.54,1259.24,-698.3,-35.7,4.0,3.0
15858,UK North,2124.84,1427.57,-697.27,-32.8,8.0,5.0
15381,UK South,1293.72,596.85,-696.87,-53.9,3.0,2.0
13280,UK North,1494.87,798.46,-696.41,-46.6,4.0,3.0
16163,UK South,1551.38,856.6,-694.78,-44.8,4.0,2.0
17414,UK North,1471.52,778.0,-693.52,-47.1,4.0,2.0
12418,DACH,1352.62,668.58,-684.04,-50.6,3.0,1.0
15339,UK South,1246.95,574.07,-672.88,-54.0,5.0,2.0
12875,UK South,1013.76,343.23,-670.53,-66.1,3.0,2.0
17180,UK North,1452.8,783.97,-668.83,-46.0,7.0,4.0
16225,UK South,1762.99,1096.32,-666.67,-37.8,10.0,5.0
16239,UK South,1078.0,414.2,-663.8,-61.6,4.0,2.0
14628,UK North,1326.04,671.96,-654.08,-49.3,3.0,2.0
14489,UK South,1111.55,463.38,-648.17,-58.3,3.0,1.0
16101,UK South,1938.46,1290.7,-647.76,-33.4,3.0,1.0
17438,UK North,1034.32,388.45,-645.87,-62.4,4.0,1.0
12970,UK North,1047.07,405.47,-641.6,-61.3,6.0,4.0
17046,UK North,1264.05,642.02,-622.03,-49.2,4.0,1.0
15252,UK North,1362.63,740.78,-621.85,-45.6,3.0,2.0
17242,UK North,1754.24,1135.04,-619.2,-35.3,3.0,2.0
13753,UK South,1353.31,741.26,-612.05,-45.2,3.0,1.0
12924,UK North,1535.7,925.75,-609.95,-39.7,8.0,4.0
15062,UK North,1597.76,987.86,-609.9,-38.2,4.0,4.0
15747,UK South,1553.17,946.64,-606.53,-39.1,6.0,3.0
15889,UK South,1006.28,400.77,-605.51,-60.2,6.0,2.0
13434,UK North,1132.62,534.24,-598.38,-52.8,3.0,2.0
18106,UK North,1019.16,421.9,-597.26,-58.6,5.0,1.0
14195,UK South,1603.6,1012.0,-591.6,-36.9,4.0,2.0
14064,UK North,1925.9,1334.34,-591.56,-30.7,10.0,5.0
17666,UK North,1319.64,728.16,-591.48,-44.8,3.0,2.0
15272,UK North,1309.01,721.94,-587.07,-44.8,4.0,2.0
14644,UK North,1416.96,830.76,-586.2,-41.4,5.0,2.0
15199,UK South,1853.7,1268.7,-585.0,-31.6,6.0,4.0
14400,UK North,1157.77,574.7,-583.07,-50.4,2.0,1.0
15402,UK North,1203.77,626.35,-577.42,-48.0,4.0,2.0
14236,UK North,1064.48,490.86,-573.62,-53.9,3.0,2.0
18151,UK South,1226.09,653.35,-572.74,-46.7,4.0,2.0
17905,UK South,1369.38,798.99,-570.39,-41.7,9.0,4.0
17075,UK South,1402.51,834.12,-568.39,-40.5,6.0,4.0
13800,UK North,1121.24,558.32,-562.92,-50.2,2.0,1.0
12784,Rest of Europe,1034.33,476.82,-557.51,-53.9,1.0,1.0
16062,UK North,1709.83,1153.62,-556.21,-32.5,4.0,4.0
16108,UK North,1393.42,842.5,-550.92,-39.5,3.0,1.0
17345,UK South,1066.94,519.69,-547.25,-51.3,6.0,4.0
16054,UK North,1327.98,783.9,-544.08,-41.0,3.0,1.0
14692,UK North,1123.59,591.55,-532.04,-47.4,8.0,4.0
16600,UK North,1339.89,813.52,-526.37,-39.3,7.0,6.0
14256,UK North,1491.73,969.06,-522.67,-35.0,3.0,2.0
13330,UK North,1655.17,1140.93,-514.24,-31.1,3.0,3.0
17454,UK North,1030.41,517.53,-512.88,-49.8,6.0,4.0
17594,UK North,1504.7,993.18,-511.52,-34.0,2.0,2.0
18252,UK North,1015.42,518.27,-497.15,-49.0,5.0,2.0
14499,UK South,1293.35,808.44,-484.91,-37.5,4.0,3.0
15434,UK North,1525.58,1041.48,-484.1,-31.7,6.0,5.0
15149,UK South,1003.81,520.8,-483.01,-48.1,3.0,1.0
14127,UK South,1190.37,709.71,-480.66,-40.4,3.0,3.0
13662,UK North,1352.35,881.26,-471.09,-34.8,8.0,3.0
12739,International,1445.69,975.54,-470.15,-32.5,1.0,1.0
15793,UK South,1433.96,965.61,-468.35,-32.7,5.0,3.0
17235,UK South,1012.92,550.06,-462.86,-45.7,6.0,2.0
14449,UK South,1345.16,885.8,-459.36,-34.1,4.0,4.0
14021,UK South,1084.68,631.9,-452.78,-41.7,4.0,3.0
14597,UK South,1318.39,866.24,-452.15,-34.3,4.0,2.0
15865,UK South,1346.29,895.13,-451.16,-33.5,2.0,3.0
17018,UK North,1367.6,920.1,-447.5,-32.7,4.0,2.0
15100,UK North,1317.9,876.0,-441.9,-33.5,4.0,3.0
16859,UK South,1184.6,747.81,-436.79,-36.9,5.0,2.0
17540,UK North,1011.7,578.9,-432.8,-42.8,4.0,2.0
15860,UK North,1393.64,965.16,-428.48,-30.7,9.0,8.0
12933,UK South,1029.1,607.53,-421.57,-41.0,5.0,3.0
13655,UK South,1347.54,932.97,-414.57,-30.8,4.0,2.0
15990,UK North,1205.64,792.11,-413.53,-34.3,5.0,2.0
17797,UK South,1191.44,780.43,-411.01,-34.5,5.0,3.0
17642,UK North,1112.2,712.29,-399.91,-36.0,3.0,2.0
13417,UK South,1028.66,640.83,-387.83,-37.7,4.0,2.0
15164,UK North,1203.53,824.58,-378.95,-31.5,6.0,3.0
17888,UK North,1091.44,716.0,-375.44,-34.4,17.0,8.0
17321,UK South,1008.05,657.16,-350.89,-34.8,4.0,2.0
13838,UK North,1015.25,674.82,-340.43,-33.5,6.0,4.0
17974,UK North,1035.1,703.99,-331.11,-32.0,3.0,3.0
